Heaven/Earth 0=Heaven; 1=Earth,Condition: 1= In Play; 2=Out of play; 3=leading; 4=trailing,Number Requested,"X: 1=Left most column, counting to the right to max of 2 or 3","Y: 1 equals top row (i.e., out of play heavenly bead), counting downwards to 7. ",Correct on Search task? Trials weith incorrect search responses were excluded from analysis,RT,Abacus entered:Number child entered for abacus reading,Correct on Abacus: 1=correct; 0=incorrect,"Number of columns: occasionally you will see 0s in this column, this means the participant was in a pilot version with 4 columns and should be excluded. ",Subject Number: Assigned when extracted from .mat instead of alpha numeric number to make some things in life easier,<3Std Dev: removing outliers (2s). Calculated in linear space. Needs to be redone in log space,Inout or Leading trailing trial
0,4,70,2,1,1,7.84,70,1,2,153,1,leading/trailing
0,1,176,2,2,1,5.84,175,0,3,153,1,IN/OUT
0,3,22,1,1,1,7.55,22,1,3,153,1,leading/trailing
1,2,5,1,5,1,3.11,5,1,2,153,1,IN/OUT
0,1,298,2,2,1,10,293,0,3,153,1,IN/OUT
0,1,97,2,2,1,3.61,97,1,2,153,1,IN/OUT
0,3,96,1,1,1,3.84,96,1,3,153,1,leading/trailing
1,4,30,2,7,1,3.75,30,1,2,153,1,leading/trailing
1,3,93,1,5,1,4.01,93,1,3,153,1,leading/trailing
1,2,90,2,5,1,4.76,90,1,2,154,1,IN/OUT
1,1,302,1,5,1,4.65,302,1,3,154,1,IN/OUT
0,4,830,3,1,1,7.37,830,1,3,154,1,leading/trailing
0,4,80,2,1,1,4.18,80,1,2,154,1,leading/trailing
1,3,6,1,5,1,6.81,6,1,2,154,1,leading/trailing
1,3,4,1,4,1,4.04,4,1,2,154,1,leading/trailing
1,2,518,1,5,1,7.98,518,1,3,154,1,IN/OUT
1,1,644,3,4,1,5.15,644,1,3,154,1,IN/OUT
1,3,7,1,4,1,3.91,7,1,2,154,1,leading/trailing
1,2,691,3,7,1,8.09,691,1,3,154,1,IN/OUT
1,4,330,3,7,1,3.75,330,1,3,154,1,leading/trailing
1,2,19,1,5,1,4.52,19,1,2,154,1,IN/OUT
1,3,63,1,5,1,4.66,63,1,3,154,1,leading/trailing
1,2,793,1,7,1,5.96,793,1,3,154,1,IN/OUT
1,3,4,1,6,1,4.7,4,1,2,154,1,leading/trailing
0,1,8,2,2,1,7.51,8,1,2,154,1,IN/OUT
1,4,280,3,4,1,3.01,280,1,3,154,1,leading/trailing
1,1,91,1,5,1,5.02,91,1,2,154,1,IN/OUT
1,4,760,3,6,1,6.96,760,1,3,154,1,leading/trailing
0,2,40,2,1,1,6.81,40,1,2,154,1,IN/OUT
1,2,59,1,6,1,4.75,59,1,2,154,1,IN/OUT
1,4,410,3,6,1,5.28,410,1,3,154,1,leading/trailing
0,3,4,1,1,1,5.84,4,1,2,154,1,leading/trailing
0,2,326,1,1,1,4.94,326,1,3,154,1,IN/OUT
1,3,48,1,6,1,5.04,48,1,3,154,1,leading/trailing
1,4,20,2,5,1,3.74,20,1,2,154,1,leading/trailing
0,3,5,1,1,1,5.63,5,1,2,154,1,leading/trailing
0,4,70,2,1,1,5.77,70,1,2,154,1,leading/trailing
1,2,34,1,7,1,3.53,34,1,2,154,1,IN/OUT
0,1,98,1,2,1,7.41,98,1,2,154,1,IN/OUT
0,3,42,1,1,1,8.09,42,1,3,154,1,leading/trailing
1,1,461,1,4,1,8.38,461,1,3,154,1,IN/OUT
1,3,29,1,4,1,4.33,29,1,3,154,1,leading/trailing
1,4,440,3,7,1,3,44,0,3,154,1,leading/trailing
0,3,98,1,1,1,8.27,98,1,3,154,1,leading/trailing
1,4,260,3,5,1,3.88,260,1,3,154,1,leading/trailing
0,2,80,2,1,1,8.97,80,1,2,154,1,IN/OUT
0,2,723,2,1,1,7.44,723,1,3,154,1,IN/OUT
1,1,74,2,5,1,6.12,74,1,2,154,1,IN/OUT
1,2,511,1,4,1,4.38,511,1,3,154,1,IN/OUT
1,3,2,1,6,1,2.94,2,1,2,154,1,leading/trailing
1,4,480,3,4,1,8.51,480,1,3,154,1,leading/trailing
1,2,279,2,7,1,6.85,279,1,3,154,1,IN/OUT
1,2,51,1,4,1,3.11,51,1,2,154,1,IN/OUT
1,4,90,2,5,1,3.7,90,1,2,154,1,leading/trailing
1,2,43,2,7,1,3.88,43,1,2,154,1,IN/OUT
1,4,80,2,7,1,2.65,80,1,2,154,1,leading/trailing
1,2,331,2,7,1,7.64,331,1,3,154,1,IN/OUT
1,3,4,1,7,1,8.22,4,1,2,154,1,leading/trailing
0,1,87,1,2,1,3.81,87,1,2,154,1,IN/OUT
0,4,230,3,1,1,12.4,230,1,3,154,2,leading/trailing
1,1,36,1,5,1,4.38,36,1,2,154,1,IN/OUT
1,4,240,3,4,1,4.16,240,1,3,154,1,leading/trailing
1,1,87,2,3,1,5.14,87,1,2,154,1,IN/OUT
1,3,65,1,6,1,7.49,65,1,3,154,1,leading/trailing
1,3,79,1,5,1,4.52,79,1,3,154,1,leading/trailing
1,4,80,2,4,1,6.6,80,1,2,154,1,leading/trailing
1,2,81,2,7,1,5.86,81,1,3,154,1,IN/OUT
0,4,90,2,1,1,3.43,90,1,2,154,1,leading/trailing
1,3,91,1,6,1,6.04,91,1,3,154,1,leading/trailing
1,1,451,3,3,1,4.54,451,1,3,154,1,IN/OUT
0,2,544,3,1,1,3.75,544,1,3,154,1,IN/OUT
1,1,867,3,4,1,4.91,867,1,3,154,1,IN/OUT
1,1,178,2,3,1,3.79,178,1,3,154,1,IN/OUT
0,1,605,1,2,1,5.51,605,1,3,154,1,IN/OUT
0,4,190,3,1,1,12.1,190,1,3,154,2,leading/trailing
1,3,4,1,4,1,5.8,4,1,2,154,1,leading/trailing
1,2,64,1,7,1,2.49,64,1,2,154,1,IN/OUT
1,2,82,2,6,1,4.12,82,1,2,154,1,IN/OUT
1,1,495,1,6,1,3.77,495,1,3,154,1,IN/OUT
0,3,2,1,1,1,4.61,2,1,2,154,1,leading/trailing
1,1,164,3,4,1,5.2,164,1,3,154,1,IN/OUT
1,2,148,3,7,1,8.58,148,1,3,154,1,IN/OUT
1,4,10,2,5,1,2.46,10,1,2,154,1,leading/trailing
1,4,660,3,6,1,4.65,660,1,3,154,1,leading/trailing
1,3,39,1,6,1,7.17,39,1,3,154,1,leading/trailing
0,3,36,1,1,1,4.78,36,1,3,154,1,leading/trailing
1,1,224,3,3,1,5.09,224,1,3,154,1,IN/OUT
1,1,764,3,5,1,6.98,764,1,3,154,1,IN/OUT
1,1,19,1,3,1,3.71,19,1,2,154,1,IN/OUT
0,4,520,3,1,1,4.94,520,1,3,154,1,leading/trailing
0,2,90,2,1,1,3.05,90,1,2,154,1,IN/OUT
1,1,94,1,3,1,4.39,94,1,2,154,1,IN/OUT
0,3,5,1,1,1,3.68,5,1,2,154,1,leading/trailing
1,1,8,2,3,1,2.62,8,1,2,154,1,IN/OUT
1,3,36,1,4,1,4.24,36,1,3,154,1,leading/trailing
0,1,118,3,2,1,3.68,118,1,3,154,1,IN/OUT
0,1,438,3,2,1,3.67,438,1,3,154,1,IN/OUT
1,4,40,2,4,1,18.7,40,1,2,154,2,leading/trailing
1,4,180,3,6,1,6.9,180,1,3,154,1,leading/trailing
1,2,519,1,5,1,3.13,519,1,3,154,1,IN/OUT
1,2,43,2,7,1,4.23,43,1,2,154,1,IN/OUT
1,1,862,3,3,1,5.22,862,1,3,154,1,IN/OUT
1,1,94,1,6,1,4.36,94,1,2,154,1,IN/OUT
0,2,91,2,1,1,4.01,91,1,2,154,1,IN/OUT
0,2,404,3,1,1,6.15,404,1,3,154,1,IN/OUT
1,3,26,1,4,1,5.36,26,1,3,154,1,leading/trailing
1,4,80,2,7,1,6.16,80,1,2,154,1,leading/trailing
1,3,46,1,4,1,6.14,46,1,3,154,1,leading/trailing
1,4,530,3,7,1,3.8,530,1,3,154,1,leading/trailing
1,4,60,2,6,1,3.84,60,1,2,154,1,leading/trailing
1,4,40,2,4,1,2.61,40,1,2,154,1,leading/trailing
1,3,48,1,5,1,5.34,48,1,3,154,1,leading/trailing
0,3,64,1,1,1,5.82,64,1,3,154,1,leading/trailing
1,1,2,2,4,1,5.27,2,1,2,154,1,IN/OUT
1,1,11,1,3,1,5.56,11,1,2,154,1,IN/OUT
0,1,375,2,2,1,3.64,375,1,3,154,1,IN/OUT
1,1,44,2,4,1,3.19,44,1,2,154,1,IN/OUT
1,1,80,1,3,1,6.46,80,1,2,154,1,IN/OUT
1,3,8,1,6,1,5.6,8,1,2,154,1,leading/trailing
1,4,860,3,7,1,4.91,860,1,3,154,1,leading/trailing
0,4,80,2,1,1,4.51,80,1,2,154,1,leading/trailing
1,2,27,2,6,1,5.07,27,1,2,154,1,IN/OUT
1,3,6,1,7,1,3.99,6,1,2,154,1,leading/trailing
1,2,24,1,7,1,3.54,24,1,2,154,1,IN/OUT
1,3,2,1,5,1,3.72,2,1,2,154,1,leading/trailing
0,1,84,1,2,1,9.75,84,1,2,154,1,IN/OUT
1,4,30,2,6,1,3.47,30,1,2,154,1,leading/trailing
1,4,10,2,7,1,2.08,10,1,2,154,1,leading/trailing
1,2,84,1,7,1,5.06,84,1,2,154,1,IN/OUT
1,1,343,3,3,1,5.27,34,0,3,154,1,IN/OUT
1,2,3,1,6,1,4.86,3,1,3,154,1,IN/OUT
1,3,7,1,7,1,4.27,7,1,2,154,1,leading/trailing
1,4,80,2,6,1,8.45,80,1,2,154,1,leading/trailing
1,3,83,1,4,1,4.7,83,1,3,154,1,leading/trailing
1,2,613,1,7,1,5.99,613,1,3,154,1,IN/OUT
1,2,495,3,6,1,4.63,495,1,3,154,1,IN/OUT
1,3,8,1,5,1,3.79,8,1,2,154,1,leading/trailing
0,3,3,1,1,1,10.8,3,1,2,155,1,leading/trailing
1,3,11,1,4,1,4.23,11,1,3,155,1,leading/trailing
1,4,530,3,7,1,7.71,530,1,3,155,1,leading/trailing
1,1,977,1,5,1,4.52,977,1,3,155,1,IN/OUT
1,1,772,2,3,1,5.68,772,1,3,155,1,IN/OUT
1,1,61,2,3,1,4.02,61,1,2,155,1,IN/OUT
1,3,31,1,5,1,6.02,31,1,3,155,1,leading/trailing
0,1,392,2,2,1,5.64,392,1,3,155,1,IN/OUT
0,3,53,1,1,1,6.92,53,1,3,155,1,leading/trailing
1,1,84,2,6,1,5.92,84,1,2,155,1,IN/OUT
1,2,41,2,5,1,4.49,41,1,2,155,1,IN/OUT
1,1,383,2,4,1,5.39,383,1,3,155,1,IN/OUT
0,2,7,1,1,1,5.15,7,1,2,155,1,IN/OUT
1,3,1,1,4,1,4.49,1,1,2,155,1,leading/trailing
1,2,456,2,7,1,7.53,456,1,3,155,1,IN/OUT
1,2,21,2,6,1,7.17,21,1,2,155,1,IN/OUT
0,2,263,1,1,1,4.05,263,1,3,155,1,IN/OUT
0,4,880,3,1,1,4.46,880,1,3,155,1,leading/trailing
0,4,310,3,1,1,4.14,310,1,3,155,1,leading/trailing
1,4,290,3,5,1,4.39,290,1,3,155,1,leading/trailing
1,1,78,1,3,1,7.44,78,1,2,155,1,IN/OUT
1,4,490,3,7,1,6.14,490,1,3,155,1,leading/trailing
0,1,627,3,2,1,5.88,627,1,3,155,1,IN/OUT
1,1,53,2,4,1,1.91,53,1,2,155,1,IN/OUT
1,4,50,2,5,1,2.31,50,1,2,155,1,leading/trailing
0,3,3,1,1,1,3.96,3,1,2,155,1,leading/trailing
1,4,310,3,4,1,3.32,310,1,3,155,1,leading/trailing
1,4,540,3,7,1,6.03,540,1,3,155,1,leading/trailing
1,4,90,2,7,1,3.08,90,1,2,155,1,leading/trailing
1,2,81,2,6,1,2.87,81,1,2,155,1,IN/OUT
0,3,54,1,1,1,6.04,54,1,3,155,1,leading/trailing
1,1,4,2,3,1,4.04,4,1,2,155,1,IN/OUT
1,1,21,1,3,1,2.09,21,1,2,155,1,IN/OUT
0,1,425,3,2,1,3.2,425,1,3,155,1,IN/OUT
1,3,26,1,4,1,3.57,26,1,3,155,1,leading/trailing
1,3,9,1,4,1,3.49,9,1,2,155,1,leading/trailing
1,2,20,2,4,1,2.65,20,1,2,155,1,IN/OUT
1,1,737,2,3,1,5.46,737,1,3,155,1,IN/OUT
1,4,750,3,5,1,3.08,750,1,3,155,1,leading/trailing
1,2,790,1,6,1,4.53,790,1,3,155,1,IN/OUT
1,4,30,2,7,1,2.81,30,1,2,155,1,leading/trailing
1,3,8,1,7,1,2.94,8,1,2,155,1,leading/trailing
1,2,891,3,5,1,3.66,891,1,3,155,1,IN/OUT
1,3,7,1,5,1,3.13,7,1,2,155,1,leading/trailing
1,2,5,1,7,1,3.7,5,1,2,155,1,IN/OUT
1,1,11,2,3,1,2.35,11,1,2,155,1,IN/OUT
1,4,70,2,4,1,3.21,70,1,2,155,1,leading/trailing
1,4,80,2,4,1,2.48,80,1,2,155,1,leading/trailing
1,4,250,3,6,1,4.39,250,1,3,155,1,leading/trailing
1,1,8,3,3,1,2.9,8,1,3,155,1,IN/OUT
1,3,65,1,5,1,5.19,65,1,3,155,1,leading/trailing
1,3,46,1,6,1,3.31,46,1,3,155,1,leading/trailing
0,1,86,2,2,1,3.35,86,1,2,155,1,IN/OUT
1,1,98,1,5,1,2.79,98,1,2,155,1,IN/OUT
1,2,32,2,6,1,2.11,32,1,2,155,1,IN/OUT
1,2,35,1,7,1,2.59,35,1,2,155,1,IN/OUT
0,4,760,3,1,1,4.49,760,1,3,155,1,leading/trailing
0,2,638,2,1,1,4.81,638,1,3,155,1,IN/OUT
1,2,95,2,6,1,2.29,5,0,2,155,1,IN/OUT
0,2,204,2,1,1,8.2,204,1,3,155,1,IN/OUT
0,1,72,1,2,1,2.8,72,1,2,155,1,IN/OUT
0,2,26,1,1,1,2.38,26,1,2,155,1,IN/OUT
1,1,58,2,3,1,29.6,58,1,2,155,2,IN/OUT
1,1,11,1,3,1,3.63,11,1,2,155,1,IN/OUT
0,4,90,2,1,1,3.28,90,1,2,155,1,leading/trailing
1,2,35,2,6,1,28,35,1,2,155,2,IN/OUT
1,2,931,3,5,1,2.76,931,1,3,155,1,IN/OUT
1,4,60,2,7,1,2.46,60,1,2,155,1,leading/trailing
1,3,8,1,7,1,2.4,8,1,2,155,1,leading/trailing
1,3,9,1,7,1,2.35,9,1,2,155,1,leading/trailing
1,4,10,2,5,1,3.99,10,1,2,155,1,leading/trailing
0,4,90,2,1,1,3.64,90,1,2,155,1,leading/trailing
1,3,9,1,7,1,6.07,9,1,2,155,1,leading/trailing
1,2,779,1,7,1,3.62,779,1,3,155,1,IN/OUT
1,2,205,3,5,1,3.23,205,1,3,155,1,IN/OUT
1,1,173,3,5,1,2.73,173,1,3,155,1,IN/OUT
1,1,56,2,3,1,2.53,56,1,2,155,1,IN/OUT
0,2,26,1,1,1,4.12,26,1,2,155,1,IN/OUT
0,4,10,2,1,1,3.36,10,1,2,155,1,leading/trailing
1,4,590,3,7,1,4.38,590,1,3,155,1,leading/trailing
0,2,25,1,1,1,4.02,25,1,2,155,1,IN/OUT
1,3,57,1,5,1,5.46,57,1,3,155,1,leading/trailing
1,2,710,1,7,1,3.71,710,1,3,155,1,IN/OUT
1,3,3,1,5,1,2.45,3,1,2,155,1,leading/trailing
1,4,10,2,4,1,4.12,10,1,2,155,1,leading/trailing
0,3,7,1,1,1,2.98,7,1,2,155,1,leading/trailing
1,1,43,2,5,1,4.69,43,1,3,155,1,IN/OUT
1,2,97,2,7,1,2.37,97,1,2,155,1,IN/OUT
0,1,609,3,2,1,3.73,609,1,3,155,1,IN/OUT
1,2,64,1,7,1,2.98,64,1,2,155,1,IN/OUT
1,3,8,1,7,1,4.08,8,1,2,155,1,leading/trailing
1,3,6,1,7,1,2.68,6,1,2,155,1,leading/trailing
1,2,852,2,6,1,5.14,852,1,3,155,1,IN/OUT
0,1,66,1,2,1,2.09,66,1,2,155,1,IN/OUT
1,3,64,1,5,1,4.05,64,1,3,155,1,leading/trailing
0,1,48,2,2,1,4.93,48,1,2,155,1,IN/OUT
1,1,775,1,4,1,4.05,775,1,3,155,1,IN/OUT
1,1,25,2,3,1,1.96,25,1,3,155,1,IN/OUT
1,3,89,1,5,1,2.89,84,0,3,155,1,leading/trailing
0,3,5,1,1,1,8.58,5,1,2,155,1,leading/trailing
1,3,74,1,4,1,3.13,74,1,3,155,1,leading/trailing
1,4,980,3,7,1,3.67,980,1,3,155,1,leading/trailing
1,1,33,2,5,1,2.57,33,1,2,155,1,IN/OUT
1,4,20,2,6,1,2.1,20,1,2,155,1,leading/trailing
1,2,478,3,7,1,4.27,478,1,3,155,1,IN/OUT
0,2,3,2,1,1,2.71,3,1,3,155,1,IN/OUT
1,4,540,3,4,1,2.45,540,1,3,155,1,leading/trailing
0,3,16,1,1,1,3.33,16,1,3,155,1,leading/trailing
1,2,142,1,6,1,2.15,142,1,3,155,1,IN/OUT
0,4,310,3,1,1,3.64,310,1,3,155,1,leading/trailing
0,4,40,2,1,1,2.66,40,1,2,155,1,leading/trailing
1,1,347,3,3,1,3.01,347,1,3,155,1,IN/OUT
1,4,40,2,5,1,3.47,40,1,2,155,1,leading/trailing
1,4,490,3,4,1,2.99,490,1,3,155,1,leading/trailing
1,4,960,3,6,1,2.6,960,1,3,155,1,leading/trailing
1,3,54,1,4,1,3.5,54,1,3,155,1,leading/trailing
1,3,2,1,5,1,6.08,2,1,2,155,1,leading/trailing
1,2,51,2,7,1,3.09,51,1,2,155,1,IN/OUT
1,4,90,2,6,1,1.73,90,1,2,155,1,leading/trailing
0,3,75,1,1,1,5.72,75,1,3,155,1,leading/trailing
1,1,43,3,4,1,2.84,43,1,3,155,1,IN/OUT
1,3,1,1,4,1,1.99,1,1,2,155,1,leading/trailing
1,2,286,3,5,1,5.49,286,1,3,155,1,IN/OUT
1,2,409,2,5,1,4.44,409,1,3,155,1,IN/OUT
1,4,90,2,7,1,3.1,90,1,2,155,1,leading/trailing
1,3,37,1,5,1,3.68,37,1,3,155,1,leading/trailing
1,1,548,2,4,1,4.08,548,1,3,155,1,IN/OUT
1,3,26,1,6,1,2.89,26,1,3,155,1,leading/trailing
1,3,38,1,7,1,8.11,38,1,3,156,1,leading/trailing
1,4,660,3,4,1,4.63,660,1,3,156,1,leading/trailing
1,3,54,1,6,1,3.1,54,1,3,156,1,leading/trailing
0,2,32,1,1,1,3.82,32,1,2,156,1,IN/OUT
1,4,720,3,7,1,3.01,720,1,3,156,1,leading/trailing
1,3,63,1,4,1,3.8,63,1,3,156,1,leading/trailing
1,3,25,1,4,1,2.49,5,0,3,156,1,leading/trailing
1,1,9,2,3,1,5.31,9,1,2,156,1,IN/OUT
1,4,10,2,5,1,3.39,10,1,2,156,1,leading/trailing
0,3,95,1,1,1,4.6,95,1,3,156,1,leading/trailing
1,3,2,1,6,1,4.94,2,1,2,156,1,leading/trailing
0,1,25,2,2,1,3.08,25,1,2,156,1,IN/OUT
0,2,431,3,1,1,4.49,431,1,3,156,1,IN/OUT
1,3,1,1,7,1,3.69,1,1,2,156,1,leading/trailing
0,3,79,1,1,1,4.45,79,1,3,156,1,leading/trailing
1,3,8,1,6,1,2.05,8,1,2,156,1,leading/trailing
1,3,18,1,6,1,2.95,18,1,3,156,1,leading/trailing
0,4,750,3,1,1,10.2,750,1,3,156,1,leading/trailing
0,2,217,1,1,1,4.55,217,1,3,156,1,IN/OUT
0,4,40,2,1,1,2.19,45,0,2,156,1,leading/trailing
0,3,8,1,1,1,6.54,8,1,2,156,1,leading/trailing
1,4,70,2,6,1,5.75,70,1,2,156,1,leading/trailing
1,3,4,1,5,1,4.77,4,1,2,156,1,leading/trailing
0,4,50,2,1,1,4.27,50,1,2,156,1,leading/trailing
1,4,20,2,4,1,3.05,20,1,2,156,1,leading/trailing
1,3,5,1,4,1,2.36,5,1,2,156,1,leading/trailing
0,2,20,1,1,1,2.82,20,1,2,156,1,IN/OUT
1,1,54,2,4,1,1.76,54,1,2,156,1,IN/OUT
1,3,65,1,5,1,3.12,65,1,3,156,1,leading/trailing
1,2,85,2,4,1,2.55,85,1,2,156,1,IN/OUT
0,1,968,1,2,1,6.49,968,1,3,156,1,IN/OUT
1,1,101,3,3,1,4.23,101,1,3,156,1,IN/OUT
1,3,9,1,5,1,3.08,9,1,2,156,1,leading/trailing
0,2,74,2,1,1,4.2,74,1,2,156,1,IN/OUT
1,4,670,3,5,1,3.09,670,1,3,156,1,leading/trailing
1,2,961,2,6,0,2.78,961,1,3,156,1,IN/OUT
0,1,99,1,2,1,3.55,99,1,2,156,1,IN/OUT
0,1,85,1,2,1,2.86,85,1,2,156,1,IN/OUT
1,2,43,2,7,1,2.22,43,1,2,156,1,IN/OUT
1,4,440,3,4,1,2.71,440,1,3,156,1,leading/trailing
1,4,140,3,5,1,7.51,140,1,3,156,1,leading/trailing
1,4,30,2,7,1,2.6,30,1,2,156,1,leading/trailing
1,1,28,1,4,1,1.57,28,1,2,156,1,IN/OUT
0,4,10,2,1,1,2.52,10,1,2,156,1,leading/trailing
0,2,974,3,1,1,2.86,970,0,3,156,1,IN/OUT
1,2,158,2,4,1,4.22,158,1,3,156,1,IN/OUT
1,4,20,2,4,1,2.19,20,1,2,156,1,leading/trailing
1,3,9,1,7,1,3.89,9,1,2,156,1,leading/trailing
1,4,20,2,7,1,2.05,20,1,2,156,1,leading/trailing
1,1,785,2,3,1,6.85,785,1,3,156,1,IN/OUT
0,3,74,1,1,1,4.78,74,1,3,156,1,leading/trailing
1,2,315,3,4,1,2.75,315,1,3,156,1,IN/OUT
1,2,51,2,5,1,3.25,1,0,2,156,1,IN/OUT
0,2,574,3,1,1,5.12,574,1,3,156,1,IN/OUT
0,1,94,1,2,1,2.97,94,1,2,156,1,IN/OUT
1,4,50,2,6,1,2.54,50,1,2,156,1,leading/trailing
1,2,461,2,7,1,3.57,461,1,3,156,1,IN/OUT
0,3,22,1,1,1,4.67,22,1,3,156,1,leading/trailing
1,4,70,2,4,1,2.99,70,1,2,156,1,leading/trailing
0,2,44,1,1,1,3.51,44,1,2,156,1,IN/OUT
1,1,28,1,3,1,3,28,1,2,156,1,IN/OUT
1,4,140,3,5,1,4.02,140,1,3,156,1,leading/trailing
1,1,417,1,5,1,4.01,417,1,3,156,1,IN/OUT
1,2,275,1,7,1,3.75,275,1,3,156,1,IN/OUT
1,4,210,3,7,1,2.53,210,1,3,156,1,leading/trailing
0,4,270,3,1,1,3.9,270,1,3,156,1,leading/trailing
1,3,6,1,4,1,3.19,6,1,2,156,1,leading/trailing
1,1,82,2,3,1,2.13,82,1,2,156,1,IN/OUT
1,1,81,2,3,1,2.17,81,1,2,156,1,IN/OUT
0,1,538,1,2,1,6.77,538,1,3,156,1,IN/OUT
1,3,17,1,5,1,4.63,17,1,3,156,1,leading/trailing
0,3,3,1,1,1,3.92,3,1,2,156,1,leading/trailing
1,2,955,2,4,1,2.96,955,1,3,156,1,IN/OUT
0,3,1,1,1,1,2.52,1,1,2,156,1,leading/trailing
1,1,822,3,3,1,1.81,822,1,3,156,1,IN/OUT
0,1,876,1,2,1,3.83,876,1,3,156,1,IN/OUT
1,3,91,1,6,1,3.17,91,1,3,156,1,leading/trailing
1,1,127,1,3,1,4.41,127,1,3,156,1,IN/OUT
1,4,970,3,7,1,5.73,970,1,3,156,1,leading/trailing
1,4,60,2,4,1,2.31,60,1,2,156,1,leading/trailing
0,1,767,1,2,1,8.09,767,1,3,156,1,IN/OUT
1,1,970,1,5,1,2.46,970,1,3,156,1,IN/OUT
1,1,101,1,3,1,2.83,101,1,3,156,1,IN/OUT
1,4,90,2,5,1,3.21,90,1,2,156,1,leading/trailing
0,4,50,2,1,1,2.31,50,1,2,156,1,leading/trailing
1,1,49,2,3,1,2.74,49,1,2,156,1,IN/OUT
1,2,42,2,6,1,3.07,42,1,2,156,1,IN/OUT
1,2,565,1,6,1,2.85,565,1,3,156,1,IN/OUT
1,4,40,2,7,1,2.25,40,1,2,156,1,leading/trailing
0,4,480,3,1,1,5.08,480,1,3,156,1,leading/trailing
1,3,3,1,6,1,3.06,3,1,2,156,1,leading/trailing
1,2,57,1,6,1,2.42,57,1,3,156,1,IN/OUT
1,3,66,1,5,1,2.39,66,1,3,156,1,leading/trailing
1,2,93,2,7,1,2.02,96,0,2,156,1,IN/OUT
1,3,98,1,6,1,4.3,98,1,3,156,1,leading/trailing
1,2,68,1,7,1,8.79,68,1,2,156,1,IN/OUT
1,2,265,2,6,1,3.48,265,1,3,156,1,IN/OUT
1,1,30,1,5,1,2.66,30,1,2,156,1,IN/OUT
1,2,719,2,5,1,3.85,719,1,3,156,1,IN/OUT
1,1,81,2,3,1,1.78,81,1,2,156,1,IN/OUT
1,2,27,1,7,1,2.31,27,1,2,156,1,IN/OUT
1,3,15,1,7,1,2.53,15,1,3,156,1,leading/trailing
1,1,256,1,3,1,3.64,256,1,3,156,1,IN/OUT
1,1,3,2,4,1,3.31,3,1,2,156,1,IN/OUT
1,4,40,2,5,1,2.88,40,1,2,156,1,leading/trailing
1,1,84,2,3,1,2.67,84,1,2,156,1,IN/OUT
0,4,360,3,1,1,2.17,360,1,3,156,1,leading/trailing
1,1,868,1,5,1,2.73,868,1,3,156,1,IN/OUT
0,3,2,1,1,1,2.71,2,1,2,156,1,leading/trailing
1,3,48,1,5,1,3.82,48,1,3,156,1,leading/trailing
1,2,97,2,6,1,2.83,96,0,2,156,1,IN/OUT
1,4,860,3,7,1,4.23,860,1,3,156,1,leading/trailing
1,2,90,2,5,1,2.58,90,1,2,156,1,IN/OUT
1,1,636,3,3,1,3.15,636,1,3,156,1,IN/OUT
1,2,72,2,7,1,1.93,72,1,2,156,1,IN/OUT
1,4,990,3,4,1,2.14,990,1,3,156,1,leading/trailing
1,4,540,3,6,1,3.45,540,1,3,156,1,leading/trailing
1,1,1,2,3,1,3.26,1,1,2,156,1,IN/OUT
1,3,7,1,7,1,2.93,7,1,2,156,1,leading/trailing
1,3,1,1,5,1,2.33,1,1,2,156,1,leading/trailing
1,3,6,1,5,1,3.14,6,1,2,156,1,leading/trailing
1,1,651,3,3,1,2.28,651,1,3,156,1,IN/OUT
1,2,74,1,6,1,2.28,74,1,2,156,1,IN/OUT
1,4,960,3,5,1,4.41,960,1,3,156,1,leading/trailing
1,2,41,1,7,1,2.47,41,1,3,156,1,IN/OUT
1,1,909,1,3,1,2.24,909,1,3,156,1,IN/OUT
1,2,81,2,6,1,1.94,81,1,2,156,1,IN/OUT
1,2,379,1,7,1,3.33,379,1,3,156,1,IN/OUT
1,4,80,2,7,1,4.14,80,1,2,157,1,leading/trailing
1,1,40,1,3,1,2.29,40,1,2,157,1,IN/OUT
1,2,84,1,7,1,5.65,84,1,2,157,1,IN/OUT
1,4,140,3,4,1,4.31,140,1,3,157,1,leading/trailing
1,2,6,1,6,1,5.77,6,1,2,157,1,IN/OUT
1,1,702,3,4,0,3.04,702,1,3,157,1,IN/OUT
1,1,670,2,3,1,7.52,670,1,3,157,1,IN/OUT
1,2,472,2,6,1,3.69,472,1,3,157,1,IN/OUT
1,1,183,3,5,1,3.73,183,1,3,157,1,IN/OUT
1,3,3,1,5,1,3.14,3,1,2,157,1,leading/trailing
1,2,34,1,7,1,4.8,34,1,2,157,1,IN/OUT
0,1,90,1,2,1,3.32,90,1,2,157,1,IN/OUT
1,4,980,3,6,1,6.64,980,1,3,157,1,leading/trailing
1,3,79,1,4,1,3.87,79,1,3,157,1,leading/trailing
1,3,9,1,7,1,3.47,9,1,2,157,1,leading/trailing
1,4,510,3,5,1,2.86,510,1,3,157,1,leading/trailing
1,3,1,1,4,1,2.64,1,1,2,157,1,leading/trailing
0,3,8,1,1,1,4.37,8,1,2,157,1,leading/trailing
1,4,150,3,4,1,4.56,150,1,3,157,1,leading/trailing
1,3,82,1,7,1,4.82,82,1,3,157,1,leading/trailing
1,2,74,1,7,1,3.58,74,1,2,157,1,IN/OUT
