Heaven/Earth 0=Heaven; 1=Earth,Condition: 1= In Play; 2=Out of play; 3=leading; 4=trailing,Number Requested,"X: 1=Left most column, counting to the right to max of 2 or 3","Y: 1 equals top row (i.e., out of play heavenly bead), counting downwards to 7. ",Correct on Search task? Trials weith incorrect search responses were excluded from analysis,RT,Abacus entered:Number child entered for abacus reading,Correct on Abacus: 1=correct; 0=incorrect,"Number of columns: occasionally you will see 0s in this column, this means the participant was in a pilot version with 4 columns and should be excluded. ",Subject Number: Assigned when extracted from .mat instead of alpha numeric number to make some things in life easier,<3Std Dev: removing outliers (2s). Calculated in linear space. Needs to be redone in log space,Inout or Leading trailing trial
1,1,14,1,3,1,1.53,14,1,2,139,1,IN/OUT
1,3,5,1,6,1,2.58,5,1,2,139,1,leading/trailing
1,2,284,1,7,1,2.41,284,1,3,139,1,IN/OUT
1,1,86,2,3,1,3.21,86,1,2,139,1,IN/OUT
1,4,860,3,4,1,1.88,860,1,3,139,1,leading/trailing
1,2,184,1,6,1,3.48,184,1,3,139,1,IN/OUT
1,3,94,1,5,1,4.32,94,1,3,139,1,leading/trailing
1,1,140,2,3,1,1.32,140,1,3,139,1,IN/OUT
1,3,65,1,7,1,1.75,65,1,3,139,1,leading/trailing
1,3,8,1,5,1,1.65,8,1,2,139,1,leading/trailing
0,3,73,1,1,1,4.13,73,1,3,139,1,leading/trailing
1,4,760,3,7,1,2.26,760,1,3,139,1,leading/trailing
0,1,82,1,2,0,1.58,5,0,2,139,1,IN/OUT
1,1,168,2,3,1,1.44,168,1,3,139,1,IN/OUT
1,4,940,3,4,1,2.9,940,1,3,139,1,leading/trailing
0,2,43,1,1,1,3.25,43,1,2,139,1,IN/OUT
0,4,620,3,1,1,4,620,1,3,139,1,leading/trailing
1,4,80,2,5,1,2.57,80,1,2,139,1,leading/trailing
0,2,933,3,1,1,1.77,933,1,3,139,1,IN/OUT
1,3,49,1,7,1,1.4,49,1,3,139,1,leading/trailing
1,2,828,2,7,1,1.38,828,1,3,139,1,IN/OUT
1,3,5,1,6,1,3.01,5,1,2,139,1,leading/trailing
1,2,70,2,4,1,1.27,70,1,2,139,1,IN/OUT
0,4,40,2,1,1,2.49,40,1,2,139,1,leading/trailing
1,1,651,3,3,1,1.45,651,1,3,139,1,IN/OUT
1,4,90,2,4,1,1.31,90,1,2,139,1,leading/trailing
0,4,70,2,1,1,1.73,70,1,2,139,1,leading/trailing
1,2,859,2,5,1,2.37,859,1,3,139,1,IN/OUT
1,4,460,3,4,1,1.14,460,1,3,139,1,leading/trailing
0,1,209,3,2,0,1.49,58,0,3,139,1,IN/OUT
0,2,64,2,1,1,2.34,64,1,2,139,1,IN/OUT
1,2,16,2,7,1,1.47,16,1,2,139,1,IN/OUT
1,3,1,1,7,1,1.56,1,1,2,139,1,leading/trailing
0,3,6,1,1,1,1.89,6,1,2,139,1,leading/trailing
1,2,389,1,7,1,2.34,389,1,3,139,1,IN/OUT
0,1,209,3,2,1,2.7,209,1,3,139,1,IN/OUT
0,2,339,1,1,1,1.92,339,1,3,139,1,IN/OUT
1,1,54,2,3,1,1.28,54,1,2,139,1,IN/OUT
1,4,20,2,7,1,1.45,20,1,2,139,1,leading/trailing
1,2,39,1,7,1,1.27,39,1,2,139,1,IN/OUT
1,2,23,2,7,1,2.51,23,1,2,140,1,IN/OUT
1,1,427,1,4,1,5.03,427,1,3,140,1,IN/OUT
1,2,23,1,7,1,3.62,23,1,2,140,1,IN/OUT
1,2,21,3,6,1,4.34,21,1,3,140,1,IN/OUT
1,4,40,2,4,1,5.07,40,1,2,140,1,leading/trailing
1,2,43,2,7,1,3.66,43,1,2,140,1,IN/OUT
0,2,45,2,1,1,9.96,45,1,3,140,1,IN/OUT
1,1,232,2,5,1,4.58,232,1,3,140,1,IN/OUT
1,1,982,1,4,1,4.64,982,1,3,140,1,IN/OUT
1,2,46,2,6,1,2.64,96,0,2,140,1,IN/OUT
1,1,787,3,3,1,6.54,787,1,3,140,1,IN/OUT
0,1,90,1,2,1,2.73,90,1,2,140,1,IN/OUT
1,4,760,3,4,1,4.09,760,1,3,140,1,leading/trailing
1,4,330,3,6,1,3.66,330,1,3,140,1,leading/trailing
1,3,33,1,4,1,3.59,33,1,3,140,1,leading/trailing
1,1,656,3,3,1,3.52,656,1,3,140,1,IN/OUT
1,1,925,1,5,1,5.37,925,1,3,140,1,IN/OUT
1,4,20,2,5,1,3.7,20,1,2,140,1,leading/trailing
1,4,970,3,7,1,4.03,970,1,3,140,1,leading/trailing
1,2,837,1,7,1,6.03,827,0,3,140,1,IN/OUT
1,2,79,1,7,1,8.21,79,1,2,140,1,IN/OUT
1,2,79,1,7,0,6.12,79,1,2,140,1,IN/OUT
0,4,80,2,1,1,3.56,80,1,2,140,1,leading/trailing
1,1,46,1,3,1,4.33,46,1,2,140,1,IN/OUT
0,3,9,1,1,1,4.88,9,1,2,140,1,leading/trailing
1,3,81,1,6,1,5.82,81,1,3,140,1,leading/trailing
1,2,268,2,5,1,5.86,268,1,3,140,1,IN/OUT
1,3,4,1,5,1,5.37,4,1,2,140,1,leading/trailing
0,4,70,2,1,1,2.44,70,1,2,140,1,leading/trailing
0,4,730,3,1,1,5.19,730,1,3,140,1,leading/trailing
1,2,73,1,7,1,5.17,73,1,2,140,1,IN/OUT
1,2,69,1,6,1,3.22,69,1,2,140,1,IN/OUT
1,4,930,3,7,1,3.66,930,1,3,140,1,leading/trailing
1,4,60,2,6,1,3.15,60,1,2,140,1,leading/trailing
1,3,6,1,5,1,4.15,6,1,2,140,1,leading/trailing
1,2,922,2,7,1,3.98,922,1,3,140,1,IN/OUT
0,4,110,3,1,1,6.71,110,1,3,140,1,leading/trailing
1,4,130,3,4,1,2.31,30,0,3,140,1,leading/trailing
1,2,616,1,6,1,4.44,616,1,3,140,1,IN/OUT
1,4,50,2,6,1,4.32,50,1,2,140,1,leading/trailing
1,4,90,2,6,1,2.16,90,1,2,140,1,leading/trailing
1,3,14,1,5,1,5.12,41,0,3,140,1,leading/trailing
0,2,807,2,1,1,8.25,807,1,3,140,1,IN/OUT
1,4,440,3,4,1,5.45,440,1,3,140,1,leading/trailing
1,3,28,1,5,1,3.4,28,1,3,140,1,leading/trailing
1,3,17,1,4,1,6.05,17,1,3,140,1,leading/trailing
1,1,665,1,3,1,3.77,665,1,3,140,1,IN/OUT
1,3,5,1,5,1,6.32,5,1,2,140,1,leading/trailing
1,4,440,3,7,1,4.4,440,1,3,140,1,leading/trailing
0,3,87,1,1,1,6.16,87,1,3,140,1,leading/trailing
0,4,210,3,1,1,3.52,210,1,3,140,1,leading/trailing
1,1,655,1,3,1,2.52,655,1,3,140,1,IN/OUT
1,3,5,1,6,1,3.34,5,1,2,140,1,leading/trailing
1,4,60,2,6,1,2.64,60,1,2,140,1,leading/trailing
1,4,870,3,5,1,5.74,870,1,3,140,1,leading/trailing
1,3,1,1,4,1,7.26,1,1,2,140,1,leading/trailing
1,3,2,1,5,1,2.32,2,1,2,140,1,leading/trailing
0,2,238,2,1,1,3.58,237,0,3,140,1,IN/OUT
1,1,70,1,4,1,2.13,70,1,2,140,1,IN/OUT
1,4,780,3,4,1,5.24,780,1,3,140,1,leading/trailing
1,2,655,2,7,1,4.16,655,1,3,140,1,IN/OUT
1,1,95,1,3,1,2.77,95,1,2,140,1,IN/OUT
1,1,20,1,3,1,3.35,20,1,2,140,1,IN/OUT
0,1,948,3,2,1,5.71,948,1,3,140,1,IN/OUT
1,1,313,1,3,1,4.42,313,1,3,140,1,IN/OUT
0,2,503,2,1,1,4.9,508,0,3,140,1,IN/OUT
1,3,4,1,6,1,5.7,4,1,2,140,1,leading/trailing
0,2,41,2,1,1,5.06,41,1,2,140,1,IN/OUT
0,3,79,1,1,1,2.1,590,0,3,140,1,leading/trailing
1,4,80,2,5,1,5.15,80,1,2,140,1,leading/trailing
1,2,548,1,7,1,5.06,548,1,3,140,1,IN/OUT
0,3,9,1,1,1,3.87,9,1,2,140,1,leading/trailing
1,3,39,1,4,1,4.29,39,1,3,140,1,leading/trailing
1,3,15,1,5,1,2.93,15,1,3,140,1,leading/trailing
1,2,966,3,7,1,3.19,955,0,3,140,1,IN/OUT
1,3,82,1,6,1,3.64,82,1,3,140,1,leading/trailing
1,2,61,2,6,1,2.75,61,1,2,140,1,IN/OUT
1,4,910,3,6,1,4.14,910,1,3,140,1,leading/trailing
1,3,6,1,4,1,5.54,6,1,2,140,1,leading/trailing
1,3,5,1,6,1,2.87,5,1,2,140,1,leading/trailing
0,3,96,1,1,1,3.59,95,0,3,140,1,leading/trailing
1,2,876,3,7,1,3.32,876,1,3,140,1,IN/OUT
1,4,20,2,6,1,2.74,20,1,2,140,1,leading/trailing
0,2,80,2,1,1,6.63,80,1,2,140,1,IN/OUT
1,2,291,3,7,1,5.21,291,1,3,140,1,IN/OUT
1,1,80,1,4,1,2.41,80,1,2,140,1,IN/OUT
1,4,50,2,7,1,7.37,50,1,2,140,1,leading/trailing
1,2,79,1,7,1,4.47,79,1,2,140,1,IN/OUT
1,4,340,3,4,1,2.58,340,1,3,140,1,leading/trailing
1,1,89,2,3,1,1.21,89,1,2,140,1,IN/OUT
0,1,60,1,2,1,1.89,60,1,2,140,1,IN/OUT
0,4,80,2,1,1,2.19,80,1,2,140,1,leading/trailing
1,1,111,3,3,1,2,111,1,3,140,1,IN/OUT
0,1,733,1,2,1,5.62,733,1,3,140,1,IN/OUT
1,3,56,1,7,1,3.93,56,1,3,140,1,leading/trailing
0,4,830,3,1,1,6.08,830,1,3,140,1,leading/trailing
1,4,10,2,5,1,3.23,10,1,2,140,1,leading/trailing
1,3,25,1,5,1,3.94,25,1,3,140,1,leading/trailing
0,3,7,1,1,1,5.72,7,1,2,140,1,leading/trailing
0,3,42,1,1,1,4.26,42,1,3,140,1,leading/trailing
1,1,738,3,3,0,6.19,738,1,3,140,1,IN/OUT
1,1,66,2,3,1,3.69,66,1,2,140,1,IN/OUT
0,1,87,2,2,1,2.57,87,1,2,140,1,IN/OUT
1,3,88,1,4,1,3.31,88,1,3,140,1,leading/trailing
1,1,78,3,3,1,2.12,78,1,3,140,1,IN/OUT
0,1,6,3,2,1,3.88,6,1,3,140,1,IN/OUT
1,1,72,1,4,1,1.67,72,1,2,140,1,IN/OUT
1,2,85,2,7,1,2.55,85,1,2,140,1,IN/OUT
1,3,1,1,5,0,1.78,1,1,2,140,1,leading/trailing
1,1,18,2,3,0,3.66,18,1,2,140,1,IN/OUT
1,3,7,1,7,1,2.29,7,1,2,140,1,leading/trailing
0,3,8,1,1,1,2.8,8,1,2,140,1,leading/trailing
1,2,275,3,6,1,3.38,775,0,3,140,1,IN/OUT
1,3,59,1,7,1,5.99,58,0,3,140,1,leading/trailing
1,1,76,1,4,1,2.06,76,1,2,140,1,IN/OUT
1,4,80,2,5,1,4.57,80,1,2,140,1,leading/trailing
0,4,80,2,1,1,4.15,80,1,2,140,1,leading/trailing
1,1,80,1,3,1,2.17,80,1,2,140,1,IN/OUT
1,4,90,2,6,1,3.6,9,0,2,140,1,leading/trailing
1,1,87,1,4,1,2.01,87,1,2,140,1,IN/OUT
1,2,53,2,7,1,4.55,53,1,2,140,1,IN/OUT
0,1,25,2,2,1,2.65,25,1,2,140,1,IN/OUT
0,2,35,1,1,1,3.47,35,1,2,140,1,IN/OUT
0,2,93,2,1,1,3.96,93,1,2,140,1,IN/OUT
0,1,109,3,2,1,1.57,109,1,3,140,1,IN/OUT
1,3,2,1,5,1,2.8,2,1,2,140,1,leading/trailing
1,4,760,3,6,1,3.92,760,1,3,140,1,leading/trailing
1,2,243,1,7,1,3.14,243,1,3,140,1,IN/OUT
1,2,73,2,7,1,6.18,73,1,2,141,1,IN/OUT
0,4,180,3,1,1,4.57,180,1,3,141,1,leading/trailing
0,4,420,3,1,1,5.31,420,1,3,141,1,leading/trailing
1,3,41,1,7,1,10.3,41,1,3,141,1,leading/trailing
1,2,73,1,7,1,2.77,73,1,2,141,1,IN/OUT
1,3,3,1,6,1,4.04,3,1,2,141,1,leading/trailing
0,1,9,2,2,1,4.24,9,1,2,141,1,IN/OUT
0,1,628,3,2,1,6.04,628,1,3,141,1,IN/OUT
1,4,20,2,7,1,3.68,20,1,2,141,1,leading/trailing
1,2,645,1,6,1,6.36,645,1,3,141,1,IN/OUT
1,4,50,2,7,1,3.8,50,1,2,141,1,leading/trailing
0,3,86,1,1,1,7.71,86,1,3,141,1,leading/trailing
1,2,37,2,6,1,3.44,37,1,2,141,1,IN/OUT
1,1,98,1,5,1,3.71,98,1,2,141,1,IN/OUT
1,1,324,3,6,1,3,324,1,3,141,1,IN/OUT
1,2,75,2,4,1,5.65,75,1,2,141,1,IN/OUT
1,4,90,2,5,1,4.5,90,1,2,141,1,leading/trailing
1,2,93,2,7,1,2.69,93,1,2,141,1,IN/OUT
1,4,50,2,6,1,5.84,50,1,2,141,1,leading/trailing
1,4,590,3,6,1,3.85,590,1,3,141,1,leading/trailing
1,2,978,3,7,1,3.35,978,1,3,141,1,IN/OUT
1,3,44,1,5,1,3.35,44,1,3,141,1,leading/trailing
1,1,15,1,3,1,3.84,15,1,2,141,1,IN/OUT
1,3,82,1,5,1,5.09,82,1,3,141,1,leading/trailing
1,1,60,1,3,1,5.52,60,1,2,141,1,IN/OUT
1,4,630,3,7,1,3.16,630,1,3,141,1,leading/trailing
1,3,1,1,4,1,4.51,1,1,2,141,1,leading/trailing
1,4,50,2,5,1,3.73,50,1,2,141,1,leading/trailing
1,3,4,1,7,1,2.95,4,1,2,141,1,leading/trailing
0,1,118,3,2,1,3.69,118,1,3,141,1,IN/OUT
1,3,5,1,7,1,5.73,5,1,2,141,1,leading/trailing
1,3,2,1,4,1,3.16,2,1,2,141,1,leading/trailing
1,4,850,3,4,1,9.87,850,1,3,141,1,leading/trailing
1,4,60,2,7,1,3.5,60,1,2,141,1,leading/trailing
1,2,22,1,4,1,4.43,22,1,3,141,1,IN/OUT
1,3,6,1,5,1,3.51,6,1,2,141,1,leading/trailing
1,1,43,2,4,1,4.14,43,1,3,141,1,IN/OUT
1,1,612,1,3,1,6.28,612,1,3,141,1,IN/OUT
1,4,60,2,4,1,4.39,60,1,2,141,1,leading/trailing
1,1,3,2,5,1,3.14,3,1,2,141,1,IN/OUT
0,4,30,2,1,1,3.82,30,1,2,141,1,leading/trailing
0,3,48,1,1,1,3.96,48,1,3,141,1,leading/trailing
0,3,5,1,1,1,3.87,5,1,2,141,1,leading/trailing
1,2,437,3,6,1,5,437,1,3,141,1,IN/OUT
0,2,49,1,1,1,3.52,49,1,2,141,1,IN/OUT
1,4,40,2,5,1,2.13,40,1,2,141,1,leading/trailing
1,1,95,1,3,1,2.67,95,1,2,141,1,IN/OUT
1,1,845,2,4,1,3.62,845,1,3,141,1,IN/OUT
1,4,10,2,4,1,7.37,10,1,2,141,1,leading/trailing
0,4,40,2,1,1,2.23,40,1,2,141,1,leading/trailing
0,2,40,1,1,1,4.55,40,1,2,141,1,IN/OUT
1,2,26,2,6,1,3.3,26,1,2,141,1,IN/OUT
1,3,5,1,7,1,3.56,5,1,2,141,1,leading/trailing
1,2,378,1,7,1,3.34,378,1,3,141,1,IN/OUT
0,4,50,2,1,1,3.29,50,1,2,141,1,leading/trailing
1,2,88,2,7,1,2.62,88,1,2,141,1,IN/OUT
1,2,272,3,6,1,2.07,272,1,3,141,1,IN/OUT
1,1,306,1,4,1,2.59,306,1,3,141,1,IN/OUT
1,3,14,1,6,1,2.41,14,1,3,141,1,leading/trailing
1,2,97,2,6,1,1.88,97,1,2,141,1,IN/OUT
0,3,75,1,1,1,4.08,75,1,3,141,1,leading/trailing
0,2,362,1,1,1,4.76,362,1,3,141,1,IN/OUT
1,4,540,3,6,1,3.87,540,1,3,141,1,leading/trailing
0,2,917,2,1,1,3.97,917,1,3,141,1,IN/OUT
1,4,80,2,6,1,3.14,80,1,2,141,1,leading/trailing
1,3,55,1,4,1,3.84,55,1,3,141,1,leading/trailing
1,2,25,2,4,1,2.14,25,1,2,141,1,IN/OUT
1,4,390,3,4,1,1.78,390,1,3,141,1,leading/trailing
1,1,44,2,6,1,1.7,44,1,3,141,1,IN/OUT
1,1,75,1,3,1,1.51,75,1,2,141,1,IN/OUT
1,3,66,1,6,1,2.52,66,1,3,141,1,leading/trailing
1,1,494,3,6,1,3.59,494,1,3,141,1,IN/OUT
0,2,29,1,1,1,3.27,29,1,2,141,1,IN/OUT
1,1,391,2,3,1,7.92,391,1,3,141,1,IN/OUT
0,3,8,1,1,1,4.95,8,1,2,141,1,leading/trailing
0,3,7,1,1,1,2.67,7,1,2,141,1,leading/trailing
1,3,2,1,6,1,2.03,2,1,2,141,1,leading/trailing
1,3,8,1,4,1,1.95,8,1,2,141,1,leading/trailing
1,4,30,2,6,1,2.09,30,1,2,141,1,leading/trailing
1,2,9,1,5,1,1.58,9,1,2,141,1,IN/OUT
1,4,130,3,4,1,2.43,130,1,3,141,1,leading/trailing
0,1,844,1,2,1,4.66,844,1,3,141,1,IN/OUT
0,1,45,2,2,1,4.01,45,1,2,141,1,IN/OUT
1,3,7,1,7,1,7.2,7,1,2,141,1,leading/trailing
1,3,98,1,4,1,3.34,98,1,3,141,1,leading/trailing
1,1,19,2,6,1,2.4,19,1,2,141,1,IN/OUT
1,4,70,2,7,1,3.14,70,1,2,141,1,leading/trailing
1,1,699,3,6,1,2.97,699,1,3,141,1,IN/OUT
1,2,833,2,7,1,3.88,833,1,3,141,1,IN/OUT
1,2,82,2,7,1,7.14,82,1,3,141,1,IN/OUT
1,1,43,2,3,1,3.89,43,1,2,141,1,IN/OUT
1,1,32,1,5,1,2.19,32,1,2,141,1,IN/OUT
0,1,61,1,2,1,2.17,61,1,2,141,1,IN/OUT
1,1,34,2,4,1,2.15,34,1,2,141,1,IN/OUT
1,1,92,1,5,1,3.91,92,1,2,141,1,IN/OUT
0,2,727,2,1,1,10,727,1,3,141,1,IN/OUT
1,3,6,1,5,1,2.85,6,1,2,141,1,leading/trailing
1,3,88,1,5,1,3.2,88,1,3,141,1,leading/trailing
1,4,340,3,7,1,1.91,34,0,3,141,1,leading/trailing
1,1,99,2,6,1,6.03,99,1,2,141,1,IN/OUT
1,3,58,1,7,1,5.25,58,1,3,141,1,leading/trailing
1,4,690,3,5,1,3.04,690,1,3,141,1,leading/trailing
0,1,499,2,2,1,5.56,499,1,3,141,1,IN/OUT
1,4,610,3,5,0,5.19,610,1,3,141,1,leading/trailing
0,1,38,2,2,1,4.97,38,1,2,141,1,IN/OUT
1,3,29,1,6,1,4,29,1,3,141,1,leading/trailing
0,2,26,1,1,1,3.26,26,1,2,141,1,IN/OUT
1,2,365,3,5,1,2.86,365,1,3,141,1,IN/OUT
0,3,1,1,1,1,4.85,1,1,2,141,1,leading/trailing
1,3,2,1,6,1,2.31,2,1,2,141,1,leading/trailing
0,4,80,2,1,1,3.93,80,1,2,141,1,leading/trailing
1,1,218,3,3,1,2.2,218,1,3,141,1,IN/OUT
1,1,997,1,3,1,3.55,997,1,3,141,1,IN/OUT
1,3,63,1,6,1,1.83,63,1,3,141,1,leading/trailing
1,2,366,2,7,1,4.35,366,1,3,141,1,IN/OUT
0,4,860,3,1,1,6.5,860,1,3,141,1,leading/trailing
1,3,17,1,4,1,4.42,17,1,3,141,1,leading/trailing
0,3,71,1,1,1,5.59,71,1,3,141,1,leading/trailing
1,4,670,3,7,1,4.79,67,0,3,141,1,leading/trailing
1,4,690,3,7,1,9.62,69,0,3,141,1,leading/trailing
0,2,137,2,1,1,8.27,137,1,3,141,1,IN/OUT
0,4,950,3,1,1,3.42,950,1,3,141,1,leading/trailing
1,2,263,2,5,1,11.5,263,1,3,141,2,IN/OUT
1,1,85,2,5,1,2.52,85,1,3,141,1,IN/OUT
1,2,758,2,6,1,6.44,758,1,3,141,1,IN/OUT
1,4,290,3,6,1,7.18,290,1,3,141,1,leading/trailing
1,2,9,1,5,1,2.58,9,1,2,141,1,IN/OUT
1,2,9,1,4,1,3.85,9,1,2,141,1,IN/OUT
1,1,44,1,5,1,4.59,44,1,2,142,1,IN/OUT
1,4,20,2,6,1,5.22,20,1,2,142,1,leading/trailing
1,1,434,1,5,1,4.79,434,1,3,142,1,IN/OUT
1,4,50,2,6,1,3.99,50,1,2,142,1,leading/trailing
1,1,82,1,4,1,5.79,82,1,2,142,1,IN/OUT
0,3,67,1,1,1,7,67,1,3,142,1,leading/trailing
1,4,760,3,7,1,6.05,760,1,3,142,1,leading/trailing
0,2,47,1,1,1,3.62,47,1,2,142,1,IN/OUT
1,3,75,1,6,1,7.52,75,1,3,142,1,leading/trailing
1,2,50,1,6,1,3.19,50,1,2,142,1,IN/OUT
1,3,17,1,5,1,6.44,17,1,3,142,1,leading/trailing
1,2,948,3,7,1,4.98,948,1,3,142,1,IN/OUT
1,3,1,1,6,1,8.68,1,1,2,142,1,leading/trailing
1,2,318,1,7,1,5.13,318,1,3,142,1,IN/OUT
1,2,250,3,5,1,3.72,250,1,3,142,1,IN/OUT
1,3,5,1,6,1,3.59,5,1,2,142,1,leading/trailing
1,2,43,2,7,1,2.97,43,1,2,142,1,IN/OUT
0,3,62,1,1,1,5.59,62,1,3,142,1,leading/trailing
0,1,81,1,2,1,2.6,81,1,2,142,1,IN/OUT
0,1,810,1,2,1,4.71,810,1,3,142,1,IN/OUT
1,4,470,3,4,1,3.5,470,1,3,142,1,leading/trailing
1,4,10,2,7,1,2.76,10,1,2,142,1,leading/trailing
1,4,520,3,5,1,4.1,520,1,3,142,1,leading/trailing
0,1,633,1,2,1,6.56,633,1,3,142,1,IN/OUT
0,3,5,1,1,1,3.07,5,1,2,142,1,leading/trailing
1,2,5,1,4,1,3.51,5,1,2,142,1,IN/OUT
1,2,79,1,7,1,3.95,79,1,2,142,1,IN/OUT
1,2,77,2,6,1,2.99,77,1,2,142,1,IN/OUT
1,2,55,1,6,1,3.89,55,1,2,142,1,IN/OUT
1,2,109,2,6,1,6.3,109,1,3,142,1,IN/OUT
1,3,46,1,6,1,8.71,46,1,3,142,1,leading/trailing
1,1,746,2,3,1,6.06,746,1,3,142,1,IN/OUT
1,2,22,1,6,1,3.24,22,1,2,142,1,IN/OUT
1,1,258,3,5,1,4.64,258,1,3,142,1,IN/OUT
0,3,2,1,1,1,3.12,2,1,2,142,1,leading/trailing
1,3,21,1,7,1,4.4,21,1,3,142,1,leading/trailing
1,3,85,1,4,1,3.31,85,1,3,142,1,leading/trailing
1,2,42,2,7,1,2.53,42,1,2,142,1,IN/OUT
1,4,10,2,5,1,7.45,10,1,2,142,1,leading/trailing
1,1,90,1,4,1,2.55,90,1,2,142,1,IN/OUT
1,3,84,1,7,1,3.89,84,1,3,142,1,leading/trailing
0,2,219,2,1,1,5.59,219,1,3,142,1,IN/OUT
1,4,250,3,6,1,3.15,250,1,3,142,1,leading/trailing
0,2,81,2,1,1,3.82,81,1,2,142,1,IN/OUT
1,3,84,1,7,1,3.42,84,1,3,142,1,leading/trailing
1,1,41,1,5,1,5.04,41,1,2,142,1,IN/OUT
1,2,71,2,6,1,3.25,71,1,2,142,1,IN/OUT
1,1,303,3,5,1,2.52,303,1,3,142,1,IN/OUT
1,1,942,2,4,1,4.96,942,1,3,142,1,IN/OUT
1,1,8,2,5,1,2.83,8,1,2,142,1,IN/OUT
1,2,61,3,5,1,6.12,61,1,3,142,1,IN/OUT
0,2,43,1,1,1,3.9,43,1,2,142,1,IN/OUT
0,4,50,2,1,1,5.15,0,0,2,142,1,leading/trailing
1,3,5,1,7,1,3.75,5,1,2,142,1,leading/trailing
0,2,721,2,1,1,5.96,721,1,3,142,1,IN/OUT
0,4,580,3,1,1,5.08,580,1,3,142,1,leading/trailing
0,3,84,1,1,1,5.92,84,1,3,142,1,leading/trailing
1,3,3,1,7,1,3.47,3,1,2,142,1,leading/trailing
1,3,1,1,7,1,5.29,1,1,2,142,1,leading/trailing
0,3,83,1,1,1,4.27,83,1,3,142,1,leading/trailing
1,4,90,2,4,1,4.71,90,1,2,142,1,leading/trailing
1,2,168,1,7,1,4.4,168,1,3,142,1,IN/OUT
1,4,20,2,4,1,3.59,20,1,2,142,1,leading/trailing
1,4,560,3,4,1,4.52,560,1,3,142,1,leading/trailing
1,1,32,1,5,1,3.14,32,1,2,142,1,IN/OUT
1,2,21,2,5,1,3.04,21,1,2,142,1,IN/OUT
1,4,880,3,5,1,2.12,880,1,3,142,1,leading/trailing
1,4,50,2,6,1,3.06,50,1,2,142,1,leading/trailing
1,3,9,1,4,1,3.41,9,1,2,142,1,leading/trailing
1,2,741,3,7,1,7.45,741,1,3,142,1,IN/OUT
0,2,100,3,1,1,2.45,100,1,3,142,1,IN/OUT
1,2,64,1,5,1,4.55,64,1,2,142,1,IN/OUT
1,3,1,1,4,1,4.25,1,1,2,142,1,leading/trailing
0,1,53,1,2,1,3.94,3,0,2,142,1,IN/OUT
1,1,72,2,3,1,7.01,72,1,2,142,1,IN/OUT
0,4,20,2,1,1,3.41,20,1,2,142,1,leading/trailing
1,4,540,3,6,1,3.1,540,1,3,142,1,leading/trailing
1,3,4,1,5,1,4.09,4,1,2,142,1,leading/trailing
1,1,51,2,3,1,5.54,51,1,2,142,1,IN/OUT
1,1,16,1,3,1,2.31,16,1,2,142,1,IN/OUT
1,3,1,1,5,1,3.59,1,1,2,142,1,leading/trailing
0,2,903,2,1,1,4.39,903,1,3,142,1,IN/OUT
0,4,90,2,1,1,4.54,90,1,2,142,1,leading/trailing
0,4,40,2,1,1,4.06,90,0,2,142,1,leading/trailing
1,2,30,2,5,1,8.06,30,1,2,142,1,IN/OUT
1,3,6,1,5,1,4.69,6,1,2,142,1,leading/trailing
1,4,80,2,6,1,3.7,80,1,2,142,1,leading/trailing
0,1,482,2,2,1,5.56,482,1,3,142,1,IN/OUT
1,4,770,3,4,1,6.55,770,1,3,142,1,leading/trailing
1,1,858,3,4,1,11.8,858,1,3,142,2,IN/OUT
1,2,227,3,7,1,4.18,227,1,3,142,1,IN/OUT
1,4,70,2,5,1,2.52,70,1,2,142,1,leading/trailing
1,4,320,3,5,1,3.6,320,1,3,142,1,leading/trailing
0,1,82,1,2,1,2.74,82,1,2,142,1,IN/OUT
0,1,29,3,2,1,3.04,29,1,3,142,1,IN/OUT
0,3,9,1,1,1,4.25,9,1,2,142,1,leading/trailing
1,2,356,1,7,1,5.33,356,1,3,142,1,IN/OUT
1,4,60,2,4,1,2.21,60,1,2,142,1,leading/trailing
1,2,919,2,7,1,5.59,919,1,3,142,1,IN/OUT
1,3,7,1,7,1,6.13,7,1,2,142,1,leading/trailing
1,3,32,1,4,1,4.6,32,1,3,142,1,leading/trailing
0,4,630,3,1,1,4.38,63,0,3,142,1,leading/trailing
1,3,5,1,5,1,7.09,5,1,2,142,1,leading/trailing
1,2,695,3,7,1,13.1,695,1,3,142,2,IN/OUT
1,1,90,1,6,1,3.66,90,1,2,142,1,IN/OUT
1,1,975,2,4,1,3.63,975,1,3,142,1,IN/OUT
1,2,821,1,7,1,3.91,821,1,3,142,1,IN/OUT
1,4,90,2,4,1,3.22,90,1,2,142,1,leading/trailing
0,3,2,1,1,1,4.33,2,1,2,142,1,leading/trailing
1,4,550,3,7,0,5.48,550,1,3,142,1,leading/trailing
1,4,50,2,5,1,5.99,50,1,2,142,1,leading/trailing
1,3,59,1,7,1,4.31,59,1,3,142,1,leading/trailing
1,1,24,2,3,1,2.72,24,1,2,142,1,IN/OUT
1,3,38,1,4,1,4.2,38,1,3,142,1,leading/trailing
1,1,722,2,3,1,3.05,722,1,3,142,1,IN/OUT
1,1,641,2,5,1,4.43,641,1,3,142,1,IN/OUT
1,3,81,1,7,1,5.24,81,1,3,142,1,leading/trailing
1,3,64,1,4,1,3.01,64,1,3,142,1,leading/trailing
